Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,EV J1772 Connector Count,EV J1772 Power Output (kW),EV CCS Connector Count,EV CCS Power Output (kW),EV CHAdeMO Connector Count,EV CHAdeMO Power Output (kW),EV J3400 Connector Count,EV J3400 Power Output (kW),EV J3271 Connector Count,EV J3271 Power Output (kW),Snapshot Date
ELEC,Holiday Inn Express & Suites Cordele North - Tesla Destination,1102 Arc Way Dr,,Cordele,GA,31015,,877-798-3752,E,,Public,,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.958024,-83.749799,2024-07-01,168846,2025-02-12 00:16:32 UTC,P,,,2018-05-25,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.045361,-84.3119,2024-07-01,168924,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.199229,-81.367046,2024-07-01,169094,2025-06-09 19:21:51 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Stonehurst Place - Atlanta - Tesla Destination,923 Piedmont Ave NE,,Atlanta,GA,30309,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.779853,-84.380573,2024-07-01,169140,2025-02-12 00:16:32 UTC,P,,,2016-11-28,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Stonehurst Place - Atlanta - Tesla Destination,923 Piedmont Ave NE,,Atlanta,GA,30309,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.779853,-84.380573,2024-07-01,169140,2025-02-12 00:16:32 UTC,P,,,2016-11-28,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Swirl Films Studios - Tesla Destination,110 Thompson Rd,,Hiram,GA,30141,,877-798-3752,E,,Private,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.889398,-84.778749,2024-07-01,169152,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Swirl Films Studios - Tesla Destination,110 Thompson Rd,,Hiram,GA,30141,,877-798-3752,E,,Private,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.889398,-84.778749,2024-07-01,169152,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,Tower Place 100 - Tesla Destination,3340 Peachtree Rd Ste 2140,,Atlanta,GA,30326,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.84932,-84.363208,2024-07-01,169214,2025-02-12 00:16:32 UTC,P,,,2018-11-13,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"",0,,0,,0,,1,,0,,2026-07-18
ELEC,"Target T1390 (Tucker, GA)",4241 Lavista Rd,,Tucker,GA,30084,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,33.84567,-84.24504,2026-07-18,169294,2026-07-18 05:26:22 UTC,,,,2020-11-18,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,"",0,,1,350.0,0,,0,,0,,2026-07-18
ELEC,"Target T1390 (Tucker, GA)",4241 Lavista Rd,,Tucker,GA,30084,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,33.84567,-84.24504,2026-07-18,169294,2026-07-18 05:26:22 UTC,,,,2020-11-18,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,"",0,,1,350.0,0,,0,,0,,2026-07-18
ELEC,"Target T1390 (Tucker, GA)",4241 Lavista Rd,,Tucker,GA,30084,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,33.84567,-84.24504,2026-07-18,169294,2026-07-18 05:26:22 UTC,,,,2020-11-18,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,"",0,,1,350.0,0,,0,,0,,2026-07-18
ELEC,"Target T1390 (Tucker, GA)",4241 Lavista Rd,,Tucker,GA,30084,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,33.84567,-84.24504,2026-07-18,169294,2026-07-18 05:26:22 UTC,,,,2020-11-18,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,"",0,,1,350.0,0,,0,,0,,2026-07-18
ELEC,"Walmart 1006 (Cordele , GA)",1215 E 16th Ave,,Cordele,GA,31015,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,31.96344,-83.76263,2026-07-18,169462,2026-07-18 05:26:56 UTC,,,,2020-11-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,"",0,,1,350.0,0,,0,,0,,2026-07-18
ELEC,"Walmart 1006 (Cordele , GA)",1215 E 16th Ave,,Cordele,GA,31015,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,31.96344,-83.76263,2026-07-18,169462,2026-07-18 05:26:56 UTC,,,,2020-11-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,"",0,,1,150.0,0,,0,,0,,2026-07-18
ELEC,"Walmart 1006 (Cordele , GA)",1215 E 16th Ave,,Cordele,GA,31015,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,31.96344,-83.76263,2026-07-18,169462,2026-07-18 05:26:56 UTC,,,,2020-11-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,"",0,,1,150.0,1,50.0,0,,0,,2026-07-18
ELEC,"Walmart 1006 (Cordele , GA)",1215 E 16th Ave,,Cordele,GA,31015,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,31.96344,-83.76263,2026-07-18,169462,2026-07-18 05:26:56 UTC,,,,2020-11-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,"",0,,1,350.0,0,,0,,0,,2026-07-18
ELEC,GEORGIA POWER COLUMBUS DC2,3103 Gentian Blvd,,Columbus,GA,31907,,888-758-4389,T,2026-07-17,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.506032,-84.94138,2026-07-18,169954,2026-07-18 02:46:50 UTC,,,,2020-12-06,,,,,CHADEMO J1772COMBO,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,"",0,,1,62.0,1,62.5,0,,0,,2026-07-18
ELEC,GEORGIA POWER UNION CITY DC2,6781 Londonderry Way,,Union City,GA,30291,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.570117,-84.5383,2026-07-18,169997,2026-07-18 02:49:17 UTC,,,,2020-12-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,"",0,,1,125.0,1,125.0,0,,0,,2026-07-18
ELEC,"Peachtree Corners, GA - Tesla Supercharger",5220 Town Center Boulevard,,Peachtree Corners,GA,30092,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,33.978866,-84.215118,2026-06-18,170077,2026-06-18 14:46:21 UTC,P,,,2020-12-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,"",0,,0,,0,,1,250.0,0,,2026-07-18
ELEC,"Peachtree Corners, GA - Tesla Supercharger",5220 Town Center Boulevard,,Peachtree Corners,GA,30092,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,33.978866,-84.215118,2026-06-18,170077,2026-06-18 14:46:21 UTC,P,,,2020-12-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,"",0,,0,,0,,1,250.0,0,,2026-07-18
ELEC,"Peachtree Corners, GA - Tesla Supercharger",5220 Town Center Boulevard,,Peachtree Corners,GA,30092,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,33.978866,-84.215118,2026-06-18,170077,2026-06-18 14:46:21 UTC,P,,,2020-12-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,"",0,,0,,0,,1,250.0,0,,2026-07-18
ELEC,"Peachtree Corners, GA - Tesla Supercharger",5220 Town Center Boulevard,,Peachtree Corners,GA,30092,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,33.978866,-84.215118,2026-06-18,170077,2026-06-18 14:46:21 UTC,P,,,2020-12-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,"",0,,0,,0,,1,250.0,0,,2026-07-18
ELEC,"Peachtree Corners, GA - Tesla Supercharger",5220 Town Center Boulevard,,Peachtree Corners,GA,30092,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,33.978866,-84.215118,2026-06-18,170077,2026-06-18 14:46:21 UTC,P,,,2020-12-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,"",0,,0,,0,,1,250.0,0,,2026-07-18
ELEC,"Peachtree Corners, GA - Tesla Supercharger",5220 Town Center Boulevard,,Peachtree Corners,GA,30092,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,33.978866,-84.215118,2026-06-18,170077,2026-06-18 14:46:21 UTC,P,,,2020-12-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,"",0,,0,,0,,1,250.0,0,,2026-07-18
ELEC,"Peachtree Corners, GA - Tesla Supercharger",5220 Town Center Boulevard,,Peachtree Corners,GA,30092,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,33.978866,-84.215118,2026-06-18,170077,2026-06-18 14:46:21 UTC,P,,,2020-12-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,"",0,,0,,0,,1,250.0,0,,2026-07-18
ELEC,"Peachtree Corners, GA - Tesla Supercharger",5220 Town Center Boulevard,,Peachtree Corners,GA,30092,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,33.978866,-84.215118,2026-06-18,170077,2026-06-18 14:46:21 UTC,P,,,2020-12-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,"",0,,0,,0,,1,250.0,0,,2026-07-18
