Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,EV J1772 Connector Count,EV J1772 Power Output (kW),EV CCS Connector Count,EV CCS Power Output (kW),EV CHAdeMO Connector Count,EV CHAdeMO Power Output (kW),EV J3400 Connector Count,EV J3400 Power Output (kW),EV J3271 Connector Count,EV J3271 Power Output (kW),Snapshot Date
ELEC,AutoNation Nissan - Thornton Road,811 Thornton Rd,,Lithia Springs,GA,30122,,770-674-6080,E,,Public,Dealership business hours,,,,,,,1,,IN_CHARGE,https://inchargeus.com,GPS,33.784102,-84.612838,2026-01-13,39989,2026-02-02 23:16:24 UTC,P,,,2012-06-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,"",0,,1,50.0,1,50.0,0,,0,,2026-07-18
ELEC,Regal Nissan,1090 Holcomb Bridge Rd,,Roswell,GA,30076,,770-998-8686,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,34.021794,-84.327521,2026-01-13,39992,2026-02-02 23:16:24 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Regal Nissan,1090 Holcomb Bridge Rd,,Roswell,GA,30076,,770-998-8686,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,34.021794,-84.327521,2026-01-13,39992,2026-02-02 23:16:24 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",0,,1,50.0,1,50.0,0,,0,,2026-07-18
ELEC,Regal Nissan,1090 Holcomb Bridge Rd,,Roswell,GA,30076,,770-998-8686,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,34.021794,-84.327521,2026-01-13,39992,2026-02-02 23:16:24 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Jim Ellis Chevrolet,5900 Peachtree Industrial Blvd,"South of I-285 on west side of Peachtree Industrial Blvd, located near the sales department",Atlanta,GA,30341,,,E,,Public - Call ahead,9am-8pm M-Sat; for Volt use only,,,,,,6,1,,Non-Networked,,GPS,33.90999,-84.2914,2024-01-09,40790,2024-01-31 22:07:01 UTC,P,,,2011-07-27,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,SOLAR,true,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Jim Ellis Chevrolet,5900 Peachtree Industrial Blvd,"South of I-285 on west side of Peachtree Industrial Blvd, located near the sales department",Atlanta,GA,30341,,,E,,Public - Call ahead,9am-8pm M-Sat; for Volt use only,,,,,,6,1,,Non-Networked,,GPS,33.90999,-84.2914,2024-01-09,40790,2024-01-31 22:07:01 UTC,P,,,2011-07-27,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,SOLAR,true,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Jim Ellis Chevrolet,5900 Peachtree Industrial Blvd,"South of I-285 on west side of Peachtree Industrial Blvd, located near the sales department",Atlanta,GA,30341,,,E,,Public - Call ahead,9am-8pm M-Sat; for Volt use only,,,,,,6,1,,Non-Networked,,GPS,33.90999,-84.2914,2024-01-09,40790,2024-01-31 22:07:01 UTC,P,,,2011-07-27,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,SOLAR,true,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Jim Ellis Chevrolet,5900 Peachtree Industrial Blvd,"South of I-285 on west side of Peachtree Industrial Blvd, located near the sales department",Atlanta,GA,30341,,,E,,Public - Call ahead,9am-8pm M-Sat; for Volt use only,,,,,,6,1,,Non-Networked,,GPS,33.90999,-84.2914,2024-01-09,40790,2024-01-31 22:07:01 UTC,P,,,2011-07-27,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,SOLAR,true,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Jim Ellis Chevrolet,5900 Peachtree Industrial Blvd,"South of I-285 on west side of Peachtree Industrial Blvd, located near the sales department",Atlanta,GA,30341,,,E,,Public - Call ahead,9am-8pm M-Sat; for Volt use only,,,,,,6,1,,Non-Networked,,GPS,33.90999,-84.2914,2024-01-09,40790,2024-01-31 22:07:01 UTC,P,,,2011-07-27,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,SOLAR,true,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Jim Ellis Chevrolet,5900 Peachtree Industrial Blvd,"South of I-285 on west side of Peachtree Industrial Blvd, located near the sales department",Atlanta,GA,30341,,,E,,Public - Call ahead,9am-8pm M-Sat; for Volt use only,,,,,,6,1,,Non-Networked,,GPS,33.90999,-84.2914,2024-01-09,40790,2024-01-31 22:07:01 UTC,P,,,2011-07-27,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,SOLAR,true,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Jim Ellis Chevrolet,5900 Peachtree Industrial Blvd,"South of I-285 on west side of Peachtree Industrial Blvd, located near the sales department",Atlanta,GA,30341,,,E,,Public - Call ahead,9am-8pm M-Sat; for Volt use only,,,,,,6,1,,Non-Networked,,GPS,33.90999,-84.2914,2024-01-09,40790,2024-01-31 22:07:01 UTC,P,,,2011-07-27,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,SOLAR,true,,,,,,,,LD,false,"",0,,1,50.0,0,,0,,0,,2026-07-18
ELEC,Net Zero USA,7565 Industrial Ct,McFarland & Atlanta Highway,Alpharetta,GA,30004,,888-326-2220,E,,Public - Call ahead,8:30am-5:30pm M-F,,,,,,1,,,Non-Networked,,200-9,34.138312,-84.251109,2025-12-12,42032,2026-02-02 23:16:24 UTC,P,,,2011-12-05,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARKING_LOT,,,,,,,Free,,,,,,,,,SOLAR,false,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Carriage Nissan,2400 Browns Bridge Rd,,Gainesville,GA,30504,,770-532-6335,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,34.275207,-83.85946,2024-02-12,43839,2025-02-12 00:16:32 UTC,P,,,2011-03-01,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Carriage Nissan,2400 Browns Bridge Rd,,Gainesville,GA,30504,,770-532-6335,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,34.275207,-83.85946,2024-02-12,43839,2025-02-12 00:16:32 UTC,P,,,2011-03-01,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",0,,0,,1,44.0,0,,0,,2026-07-18
ELEC,PMC Enterprises,240 Industrial Park Dr,Exit 185 off Interstate 75. Less than 3/4 mile off interstate,Forsyth,GA,31029,,,E,,Private,During business hours,,,,,,1,,,Non-Networked,,200-8,33.020179,-83.912616,2024-08-15,46291,2025-02-12 00:16:32 UTC,P,,,2021-01-05,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Vaden Nissan,10421 Abercorn St,,Savannah,GA,31419,,912-920-5480,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-8,31.98687,-81.13263,2024-02-12,46483,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Vaden Nissan,10421 Abercorn St,,Savannah,GA,31419,,912-920-5480,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-8,31.98687,-81.13263,2024-02-12,46483,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",0,,0,,1,44.0,0,,0,,2026-07-18
ELEC,Vaden Nissan,10421 Abercorn St,,Savannah,GA,31419,,912-920-5480,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-8,31.98687,-81.13263,2024-02-12,46483,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Vaden Nissan,10421 Abercorn St,,Savannah,GA,31419,,912-920-5480,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-8,31.98687,-81.13263,2024-02-12,46483,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Vaden Nissan,10421 Abercorn St,,Savannah,GA,31419,,912-920-5480,E,,Private,,,,,,,1,,,Non-Networked,,200-8,31.98687,-81.13263,2024-02-12,46484,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Flowers Nissan,1630 E Jackson St,,Thomasville,GA,31792,,229-226-1106,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,30.857187,-83.950078,2026-01-13,46488,2026-02-02 23:16:24 UTC,P,,,2012-06-05,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Flowers Nissan,1630 E Jackson St,,Thomasville,GA,31792,,229-226-1106,E,,Private,,,,,,,1,,,Non-Networked,,GPS,30.857187,-83.950078,2026-01-13,46489,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Tenneson Nissan,535 Old Omega Rd,,Tifton,GA,31794,,229-382-7777,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,31.441655,-83.524877,2026-01-13,46490,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Valdosta Nissan,3715 Inner Perimeter Rd,,Valdosta,GA,31602,,229-242-7325,E,,Private,,,,,,,1,,,Non-Networked,,GPS,30.883335,-83.269585,2026-01-13,46493,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Woody Folsom Nissan,1609 E 1st St,,Vidalia,GA,30474,,912-537-9079,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,32.210575,-82.391724,2026-01-13,46494,2026-02-02 23:16:24 UTC,P,,,2013-09-10,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Five Star Nissan - Albany,1100 E Oglethorpe Blvd,,Albany,GA,31705,,229-436-8807,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.57122,-84.125568,2024-02-12,46640,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Five Star Nissan - Albany,1100 E Oglethorpe Blvd,,Albany,GA,31705,,229-436-8807,E,,Private,,,,,,,1,,,Non-Networked,,200-9,31.57122,-84.125568,2024-02-12,46641,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Hilton Garden Inn - Marietta,3045 Windy Hill Rd,,Atlanta,GA,30339,,770-953-8850,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,33.9064807,-84.4639319,2024-12-10,46642,2026-07-16 13:19:27 UTC,P,,,2012-02-15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Hilton Garden Inn - Marietta,3045 Windy Hill Rd,,Atlanta,GA,30339,,770-953-8850,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,33.9064807,-84.4639319,2024-12-10,46642,2026-07-16 13:19:27 UTC,P,,,2012-02-15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Hilton Garden Inn - Marietta,3045 Windy Hill Rd,,Atlanta,GA,30339,,770-953-8850,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,33.9064807,-84.4639319,2024-12-10,46642,2026-07-16 13:19:27 UTC,P,,,2012-02-15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Hilton Garden Inn - Marietta,3045 Windy Hill Rd,,Atlanta,GA,30339,,770-953-8850,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,33.9064807,-84.4639319,2024-12-10,46642,2026-07-16 13:19:27 UTC,P,,,2012-02-15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Nissan of Augusta,3300 Washington Rd,,Augusta,GA,30907,,706-854-1000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,33.515068,-82.067573,2024-02-12,46643,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Nissan of Augusta,3300 Washington Rd,,Augusta,GA,30907,,706-854-1000,E,,Private,,,,,,,1,,,Non-Networked,,200-9,33.515068,-82.067573,2024-02-12,46644,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Nissan of Athens,4735 Atlanta Hwy,,Athens,GA,30606,,706-549-6600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,33.940287,-83.49648,2024-02-12,46645,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Nissan of Athens,4735 Atlanta Hwy,,Athens,GA,30606,,706-549-6600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,33.940287,-83.49648,2024-02-12,46645,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",0,,0,,1,44.0,0,,0,,2026-07-18
ELEC,Nissan of Athens,4735 Atlanta Hwy,,Athens,GA,30606,,706-549-6600,E,,Private,,,,,,,1,,,Non-Networked,,200-8,33.940287,-83.49648,2024-02-12,46646,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Scott Evans Nissan,725 Bankhead Hwy,,Carrollton,GA,30117,,770-832-8222,E,,Private,,,,,,,1,,,Non-Networked,,GPS,33.587927,-85.053421,2026-01-13,46648,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Nissan Headquarters - Columbus,1725 Whittlesey Rd,,Columbus,GA,31904,,,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,32.539843,-84.965676,2024-02-12,46649,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Nissan Headquarters - Columbus,1725 Whittlesey Rd,,Columbus,GA,31904,,,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,32.539843,-84.965676,2024-02-12,46649,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,"",0,,0,,1,44.0,0,,0,,2026-07-18
ELEC,Nissan Headquarters - Columbus,1725 Whittlesey Rd,,Columbus,GA,31904,,,E,,Private,,,,,,,1,,,Non-Networked,,GPS,32.539843,-84.965676,2024-02-12,46650,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,"",1,,0,,0,,0,,0,,2026-07-18
ELEC,Conyers Nissan,1420 Iris Dr,,Conyers,GA,30094,,,E,,Public,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,33.665664956,-84.03463311,2026-01-13,46651,2026-02-02 23:16:24 UTC,P,,,2013-09-10,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,"",1,,0,,0,,0,,0,,2026-07-18
